,rank,1_day_rolling_avg_floor_price,rw623-hyaaa-aaaah-qctcq-cai,ugdkf-taaaa-aaaak-acoia-cai,4ggk4-mqaaa-aaaae-qad6q-cai,skjpp-haaaa-aaaae-qac7q-cai,pk6rk-6aaaa-aaaae-qaazq-cai,dhiaa-ryaaa-aaaae-qabva-cai,bxdf4-baaaa-aaaah-qaruq-cai,3mttv-dqaaa-aaaah-qcn6q-cai,oeee4-qaaaa-aaaak-qaaeq-cai,times_above_floor
54064,1343,8000.0,0,0,0,0,1,0,0,0,0,1.0
54065,1343,1300.0,0,0,0,0,1,0,0,0,0,3.076923076923077
54066,1343,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54067,1343,8000.0,0,0,0,0,1,0,0,0,0,1.0
54068,1343,1300.0,0,0,0,0,1,0,0,0,0,3.076923076923077
54069,1343,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54070,1344,4300.0,0,0,0,0,1,0,0,0,0,2.2325581395348837
54071,1344,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54072,1344,4300.0,0,0,0,0,1,0,0,0,0,2.2325581395348837
54073,1344,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54074,1345,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54075,1345,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54076,1346,300.0,0,0,0,0,1,0,0,0,0,3.1666666666666665
54077,1346,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54078,1346,300.0,0,0,0,0,1,0,0,0,0,3.1666666666666665
54079,1346,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54080,1347,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54081,1347,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54082,1348,300.0,0,0,0,0,1,0,0,0,0,3.65
54083,1348,300.0,0,0,0,0,1,0,0,0,0,6.299999996666666
54084,1348,300.0,0,0,0,0,1,0,0,0,0,4.0
54085,1348,300.0,0,0,0,0,1,0,0,0,0,1.0
54086,1348,300.0,0,0,0,0,1,0,0,0,0,3.65
54087,1348,300.0,0,0,0,0,1,0,0,0,0,6.299999996666666
54088,1348,300.0,0,0,0,0,1,0,0,0,0,4.0
54089,1348,300.0,0,0,0,0,1,0,0,0,0,1.0
54090,1349,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54091,1349,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54092,1350,300.0,0,0,0,0,1,0,0,0,0,3.7333333333333334
54093,1350,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54094,1350,300.0,0,0,0,0,1,0,0,0,0,3.7333333333333334
54095,1350,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54096,1351,1111.0,0,0,0,0,1,0,0,0,0,1.537983797479748
54097,1351,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54098,1351,1111.0,0,0,0,0,1,0,0,0,0,1.537983797479748
54099,1351,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54100,1352,26000.0,0,0,0,0,1,0,0,0,0,1.0
54101,1352,26900.0,0,0,0,0,1,0,0,0,0,1.0015613382899629
54102,1352,300.0,0,0,0,0,1,0,0,0,0,1.0
54103,1352,26000.0,0,0,0,0,1,0,0,0,0,1.0
54104,1352,26900.0,0,0,0,0,1,0,0,0,0,1.0015613382899629
54105,1352,300.0,0,0,0,0,1,0,0,0,0,1.0
54106,1353,14500.0,0,0,0,0,1,0,0,0,0,1.5103448275862068
54107,1353,17500.0,0,0,0,0,1,0,0,0,0,2.057142857142857
54108,1353,300.0,0,0,0,0,1,0,0,0,0,3.6633333333333336
54109,1353,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54110,1353,14500.0,0,0,0,0,1,0,0,0,0,1.5103448275862068
54111,1353,17500.0,0,0,0,0,1,0,0,0,0,2.057142857142857
54112,1353,300.0,0,0,0,0,1,0,0,0,0,3.6633333333333336
54113,1353,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54114,1354,1420.0,0,0,0,0,1,0,0,0,0,1.408450704225352
54115,1354,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54116,1354,1420.0,0,0,0,0,1,0,0,0,0,1.408450704225352
54117,1354,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54118,1355,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54119,1355,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54120,1356,1300.0,0,0,0,0,1,0,0,0,0,2.5384615384615383
54121,1356,1298.0,0,0,0,0,1,0,0,0,0,1.5408320493066257
54122,1356,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54123,1356,1300.0,0,0,0,0,1,0,0,0,0,2.5384615384615383
54124,1356,1298.0,0,0,0,0,1,0,0,0,0,1.5408320493066257
54125,1356,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54126,1357,1860.0,0,0,0,0,1,0,0,0,0,1.075268817204301
54127,1357,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54128,1357,1860.0,0,0,0,0,1,0,0,0,0,1.075268817204301
54129,1357,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54130,1358,1111.0,0,0,0,0,1,0,0,0,0,1.3501350135013501
54131,1358,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54132,1358,1111.0,0,0,0,0,1,0,0,0,0,1.3501350135013501
54133,1358,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54134,1359,2050.0,0,0,0,0,1,0,0,0,0,2.8780487804878048
54135,1359,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54136,1359,2050.0,0,0,0,0,1,0,0,0,0,2.8780487804878048
54137,1359,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54138,1360,10000.0,0,0,0,0,1,0,0,0,0,3.5
54139,1360,10200.0,0,0,0,0,1,0,0,0,0,1.4705882352941178
54140,1360,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54141,1360,10000.0,0,0,0,0,1,0,0,0,0,3.5
54142,1360,10200.0,0,0,0,0,1,0,0,0,0,1.4705882352941178
54143,1360,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54144,1361,27700.0,0,0,0,0,1,0,0,0,0,1.1010830324909748
54145,1361,20500.0,0,0,0,0,1,0,0,0,0,1.024390243902439
54146,1361,300.0,0,0,0,0,1,0,0,0,0,3.4166666666666665
54147,1361,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54148,1361,27700.0,0,0,0,0,1,0,0,0,0,1.1010830324909748
54149,1361,20500.0,0,0,0,0,1,0,0,0,0,1.024390243902439
54150,1361,300.0,0,0,0,0,1,0,0,0,0,3.4166666666666665
54151,1361,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54152,1362,300.0,0,0,0,0,1,0,0,0,0,3.6666666666666665
54153,1362,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54154,1362,300.0,0,0,0,0,1,0,0,0,0,3.6666666666666665
54155,1362,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54156,1363,30000.0,0,0,0,0,1,0,0,0,0,1.0
54157,1363,13000.0,0,0,0,0,1,0,0,0,0,1.1153846153846154
54158,1363,1898.999999,0,0,0,0,1,0,0,0,0,1.116377041135533
54159,1363,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54160,1363,30000.0,0,0,0,0,1,0,0,0,0,1.0
54161,1363,13000.0,0,0,0,0,1,0,0,0,0,1.1153846153846154
54162,1363,1898.999999,0,0,0,0,1,0,0,0,0,1.116377041135533
54163,1363,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54164,1364,300.0,0,0,0,0,1,0,0,0,0,3.426666663333333
54165,1364,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54166,1364,300.0,0,0,0,0,1,0,0,0,0,3.426666663333333
54167,1364,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54168,1365,8000.0,0,0,0,0,1,0,0,0,0,1.0
54169,1365,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54170,1365,8000.0,0,0,0,0,1,0,0,0,0,1.0
54171,1365,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54172,1366,7800.0,0,0,0,0,1,0,0,0,0,1.0
54173,1366,13400.0,0,0,0,0,1,0,0,0,0,1.2611940298507462
54174,1366,2050.0,0,0,0,0,1,0,0,0,0,1.4634146341463414
54175,1366,300.0,0,0,0,0,1,0,0,0,0,5.1
54176,1366,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54177,1366,7800.0,0,0,0,0,1,0,0,0,0,1.0
54178,1366,13400.0,0,0,0,0,1,0,0,0,0,1.2611940298507462
54179,1366,2050.0,0,0,0,0,1,0,0,0,0,1.4634146341463414
54180,1366,300.0,0,0,0,0,1,0,0,0,0,5.1
54181,1366,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54182,1367,8000.0,0,0,0,0,1,0,0,0,0,3.125
54183,1367,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54184,1367,8000.0,0,0,0,0,1,0,0,0,0,3.125
54185,1367,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54186,1368,300.0,0,0,0,0,1,0,0,0,0,5.0
54187,1368,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54188,1368,300.0,0,0,0,0,1,0,0,0,0,5.0
54189,1368,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54190,1369,13500.0,0,0,0,0,1,0,0,0,0,1.0
54191,1369,10000.0,0,0,0,0,1,0,0,0,0,1.0
54192,1369,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54193,1369,13500.0,0,0,0,0,1,0,0,0,0,1.0
54194,1369,10000.0,0,0,0,0,1,0,0,0,0,1.0
54195,1369,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54196,1370,34900.0,0,0,0,0,1,0,0,0,0,1.0
54197,1370,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54198,1370,34900.0,0,0,0,0,1,0,0,0,0,1.0
54199,1370,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54200,1371,1800.0,0,0,0,0,1,0,0,0,0,1.2222222222222223
54201,1371,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54202,1371,1800.0,0,0,0,0,1,0,0,0,0,1.2222222222222223
54203,1371,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54204,1372,300.0,0,0,0,0,1,0,0,0,0,3.6666666666666665
54205,1372,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54206,1372,300.0,0,0,0,0,1,0,0,0,0,3.6666666666666665
54207,1372,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54208,1373,12700.0,0,0,0,0,1,0,0,0,0,2.0471653543307085
54209,1373,2050.0,0,0,0,0,1,0,0,0,0,2.2439024390243905
54210,1373,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54211,1373,12700.0,0,0,0,0,1,0,0,0,0,2.0471653543307085
54212,1373,2050.0,0,0,0,0,1,0,0,0,0,2.2439024390243905
54213,1373,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54214,1374,9700.0,0,0,0,0,1,0,0,0,0,1.0
54215,1374,7500.0,0,0,0,0,1,0,0,0,0,1.0
54216,1374,27430.0,0,0,0,0,1,0,0,0,0,1.1192125410134888
54217,1374,300.0,0,0,0,0,1,0,0,0,0,3.3999999966666667
54218,1374,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54219,1374,9700.0,0,0,0,0,1,0,0,0,0,1.0
54220,1374,7500.0,0,0,0,0,1,0,0,0,0,1.0
54221,1374,27430.0,0,0,0,0,1,0,0,0,0,1.1192125410134888
54222,1374,300.0,0,0,0,0,1,0,0,0,0,3.3999999966666667
54223,1374,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54224,1375,8800.0,0,0,0,0,1,0,0,0,0,1.2954545454545454
54225,1375,14500.0,0,0,0,0,1,0,0,0,0,1.3448275862068966
54226,1375,300.0,0,0,0,0,1,0,0,0,0,5.166666666666667
54227,1375,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54228,1375,8800.0,0,0,0,0,1,0,0,0,0,1.2954545454545454
54229,1375,14500.0,0,0,0,0,1,0,0,0,0,1.3448275862068966
54230,1375,300.0,0,0,0,0,1,0,0,0,0,5.166666666666667
54231,1375,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54232,1376,1600.0,0,0,0,0,1,0,0,0,0,4.375
54233,1376,1298.0,0,0,0,0,1,0,0,0,0,3.4668721109399074
54234,1376,300.0,0,0,0,0,1,0,0,0,0,1.0
54235,1376,1600.0,0,0,0,0,1,0,0,0,0,4.375
54236,1376,1298.0,0,0,0,0,1,0,0,0,0,3.4668721109399074
54237,1376,300.0,0,0,0,0,1,0,0,0,0,1.0
54238,1377,9900.0,0,0,0,0,1,0,0,0,0,1.6161616161616161
54239,1377,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54240,1377,9900.0,0,0,0,0,1,0,0,0,0,1.6161616161616161
54241,1377,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54242,1378,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54243,1378,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54244,1379,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54245,1379,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54246,1380,27800.0,0,0,0,0,1,0,0,0,0,1.0
54247,1380,22400.0,0,0,0,0,1,0,0,0,0,1.3214285714285714
54248,1380,1300.0,0,0,0,0,1,0,0,0,0,3.1153846153846154
54249,1380,300.0,0,0,0,0,1,0,0,0,0,6.481466666666667
54250,1380,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54251,1380,27800.0,0,0,0,0,1,0,0,0,0,1.0
54252,1380,22400.0,0,0,0,0,1,0,0,0,0,1.3214285714285714
54253,1380,1300.0,0,0,0,0,1,0,0,0,0,3.1153846153846154
54254,1380,300.0,0,0,0,0,1,0,0,0,0,6.481466666666667
54255,1380,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54256,1381,9000.0,0,0,0,0,1,0,0,0,0,1.0
54257,1381,8498.999999,0,0,0,0,1,0,0,0,0,1.0
54258,1381,2000.0,0,0,0,0,1,0,0,0,0,1.0
54259,1381,300.0,0,0,0,0,1,0,0,0,0,4.333333333333333
54260,1381,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54261,1381,9000.0,0,0,0,0,1,0,0,0,0,1.0
54262,1381,8498.999999,0,0,0,0,1,0,0,0,0,1.0
54263,1381,2000.0,0,0,0,0,1,0,0,0,0,1.0
54264,1381,300.0,0,0,0,0,1,0,0,0,0,4.333333333333333
54265,1381,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54266,1382,22500.0,0,0,0,0,1,0,0,0,0,1.0
54267,1382,300.0,0,0,0,0,1,0,0,0,0,1.0
54268,1382,22500.0,0,0,0,0,1,0,0,0,0,1.0
54269,1382,300.0,0,0,0,0,1,0,0,0,0,1.0
54270,1383,8500.0,0,0,0,0,1,0,0,0,0,1.0588235294117647
54271,1383,1300.0,0,0,0,0,1,0,0,0,0,1.9230769230769231
54272,1383,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54273,1383,8500.0,0,0,0,0,1,0,0,0,0,1.0588235294117647
54274,1383,1300.0,0,0,0,0,1,0,0,0,0,1.9230769230769231
54275,1383,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54276,1384,16500.0,0,0,0,0,1,0,0,0,0,1.1515151515151516
54277,1384,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54278,1384,16500.0,0,0,0,0,1,0,0,0,0,1.1515151515151516
54279,1384,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54280,1385,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54281,1385,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54282,1386,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54283,1386,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54284,1387,1111.0,0,0,0,0,1,0,0,0,0,1.7074707470747075
54285,1387,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54286,1387,1111.0,0,0,0,0,1,0,0,0,0,1.7074707470747075
54287,1387,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54288,1388,1298.0,0,0,0,0,1,0,0,0,0,3.852080123266564
54289,1388,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54290,1388,1298.0,0,0,0,0,1,0,0,0,0,3.852080123266564
54291,1388,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54292,1389,11500.0,0,0,0,0,1,0,0,0,0,1.0260869565217392
54293,1389,19500.0,0,0,0,0,1,0,0,0,0,1.0
54294,1389,1400.0,0,0,0,0,1,0,0,0,0,1.0714285714285714
54295,1389,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54296,1389,11500.0,0,0,0,0,1,0,0,0,0,1.0260869565217392
54297,1389,19500.0,0,0,0,0,1,0,0,0,0,1.0
54298,1389,1400.0,0,0,0,0,1,0,0,0,0,1.0714285714285714
54299,1389,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54300,1390,19300.0,0,0,0,0,1,0,0,0,0,1.0
54301,1390,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54302,1390,19300.0,0,0,0,0,1,0,0,0,0,1.0
54303,1390,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54304,1391,1111.0,0,0,0,0,1,0,0,0,0,1.7101710171017102
54305,1391,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54306,1391,1111.0,0,0,0,0,1,0,0,0,0,1.7101710171017102
54307,1391,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54308,1392,1298.0,0,0,0,0,1,0,0,0,0,1.5408320493066257
54309,1392,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54310,1392,1298.0,0,0,0,0,1,0,0,0,0,1.5408320493066257
54311,1392,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54312,1393,19900.0,0,0,0,0,1,0,0,0,0,1.1055276381909547
54313,1393,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54314,1393,19900.0,0,0,0,0,1,0,0,0,0,1.1055276381909547
54315,1393,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54316,1394,300.0,0,0,0,0,1,0,0,0,0,6.096
54317,1394,300.0,0,0,0,0,1,0,0,0,0,3.6633333333333336
54318,1394,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54319,1394,300.0,0,0,0,0,1,0,0,0,0,6.096
54320,1394,300.0,0,0,0,0,1,0,0,0,0,3.6633333333333336
54321,1394,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54322,1395,1298.0,0,0,0,0,1,0,0,0,0,1.078582434514638
54323,1395,300.0,0,0,0,0,1,0,0,0,0,5.0
54324,1395,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54325,1395,1298.0,0,0,0,0,1,0,0,0,0,1.078582434514638
54326,1395,300.0,0,0,0,0,1,0,0,0,0,5.0
54327,1395,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54328,1396,4300.0,0,0,0,0,1,0,0,0,0,1.372093023255814
54329,1396,1400.0,0,0,0,0,1,0,0,0,0,1.7857142857142858
54330,1396,300.0,0,0,0,0,1,0,0,0,0,3.3333333333333335
54331,1396,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54332,1396,4300.0,0,0,0,0,1,0,0,0,0,1.372093023255814
54333,1396,1400.0,0,0,0,0,1,0,0,0,0,1.7857142857142858
54334,1396,300.0,0,0,0,0,1,0,0,0,0,3.3333333333333335
54335,1396,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54336,1397,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54337,1397,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54338,1398,18999.0,0,0,0,0,1,0,0,0,0,1.0
54339,1398,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54340,1398,18999.0,0,0,0,0,1,0,0,0,0,1.0
54341,1398,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54342,1399,6400.0,0,0,0,0,1,0,0,0,0,2.34375
54343,1399,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54344,1399,6400.0,0,0,0,0,1,0,0,0,0,2.34375
54345,1399,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54346,1400,300.0,0,0,0,0,1,0,0,0,0,5.0
54347,1400,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54348,1400,300.0,0,0,0,0,1,0,0,0,0,5.0
54349,1400,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54350,1401,9900.0,0,0,0,0,1,0,0,0,0,2.525252525252525
54351,1401,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54352,1401,9900.0,0,0,0,0,1,0,0,0,0,2.525252525252525
54353,1401,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54354,1402,6400.0,0,0,0,0,1,0,0,0,0,3.125
54355,1402,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54356,1402,6400.0,0,0,0,0,1,0,0,0,0,3.125
54357,1402,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54358,1403,1298.0,0,0,0,0,1,0,0,0,0,3.852080123266564
54359,1403,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54360,1403,1298.0,0,0,0,0,1,0,0,0,0,3.852080123266564
54361,1403,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54362,1404,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54363,1404,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54364,1405,300.0,0,0,0,0,1,0,0,0,0,1.0
54365,1405,300.0,0,0,0,0,1,0,0,0,0,1.0
54366,1406,300.0,0,0,0,0,1,0,0,0,0,4.0
54367,1406,300.0,0,0,0,0,1,0,0,0,0,1.0
54368,1406,300.0,0,0,0,0,1,0,0,0,0,4.0
54369,1406,300.0,0,0,0,0,1,0,0,0,0,1.0
54370,1407,300.0,0,0,0,0,1,0,0,0,0,6.1593333333333335
54371,1407,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54372,1407,300.0,0,0,0,0,1,0,0,0,0,6.1593333333333335
54373,1407,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54374,1408,1500.0,0,0,0,0,1,0,0,0,0,1.2
54375,1408,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54376,1408,1500.0,0,0,0,0,1,0,0,0,0,1.2
54377,1408,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54378,1409,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54379,1409,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54380,1410,2400.0,0,0,0,0,1,0,0,0,0,1.625
54381,1410,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54382,1410,2400.0,0,0,0,0,1,0,0,0,0,1.625
54383,1410,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54384,1411,300.0,0,0,0,0,1,0,0,0,0,3.5
54385,1411,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54386,1411,300.0,0,0,0,0,1,0,0,0,0,3.5
54387,1411,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54388,1412,2400.0,0,0,0,0,1,0,0,0,0,1.4166666666666667
54389,1412,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54390,1412,2400.0,0,0,0,0,1,0,0,0,0,1.4166666666666667
54391,1412,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54392,1413,22400.0,0,0,0,0,1,0,0,0,0,1.0
54393,1413,1800.0,0,0,0,0,1,0,0,0,0,1.1111111111111112
54394,1413,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54395,1413,22400.0,0,0,0,0,1,0,0,0,0,1.0
54396,1413,1800.0,0,0,0,0,1,0,0,0,0,1.1111111111111112
54397,1413,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54398,1414,300.0,0,0,0,0,1,0,0,0,0,3.5
54399,1414,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54400,1414,300.0,0,0,0,0,1,0,0,0,0,3.5
54401,1414,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54402,1415,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54403,1415,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54404,1416,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54405,1416,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54406,1417,300.0,0,0,0,0,1,0,0,0,0,3.6
54407,1417,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54408,1417,300.0,0,0,0,0,1,0,0,0,0,3.6
54409,1417,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54410,1418,4300.0,0,0,0,0,1,0,0,0,0,2.302325581395349
54411,1418,1111.0,0,0,0,0,1,0,0,0,0,1.8001800180018002
54412,1418,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54413,1418,4300.0,0,0,0,0,1,0,0,0,0,2.302325581395349
54414,1418,1111.0,0,0,0,0,1,0,0,0,0,1.8001800180018002
54415,1418,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54416,1419,2050.0,0,0,0,0,1,0,0,0,0,1.9024390243902438
54417,1419,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54418,1419,2050.0,0,0,0,0,1,0,0,0,0,1.9024390243902438
54419,1419,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54420,1420,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54421,1420,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54422,1421,24500.0,0,0,0,0,1,0,0,0,0,1.1428571428571428
54423,1421,300.0,0,0,0,0,1,0,0,0,0,7.333333333333333
54424,1421,300.0,0,0,0,0,1,0,0,0,0,1.0
54425,1421,24500.0,0,0,0,0,1,0,0,0,0,1.1428571428571428
54426,1421,300.0,0,0,0,0,1,0,0,0,0,7.333333333333333
54427,1421,300.0,0,0,0,0,1,0,0,0,0,1.0
54428,1422,18000.0,0,0,0,0,1,0,0,0,0,1.0
54429,1422,300.0,0,0,0,0,1,0,0,0,0,5.0
54430,1422,300.0,0,0,0,0,1,0,0,0,0,1.0
54431,1422,18000.0,0,0,0,0,1,0,0,0,0,1.0
54432,1422,300.0,0,0,0,0,1,0,0,0,0,5.0
54433,1422,300.0,0,0,0,0,1,0,0,0,0,1.0
54434,1423,1898.999999,0,0,0,0,1,0,0,0,0,1.0
54435,1423,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54436,1423,1898.999999,0,0,0,0,1,0,0,0,0,1.0
54437,1423,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54438,1424,35000.0,0,0,0,0,1,0,0,0,0,1.0
54439,1424,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54440,1424,35000.0,0,0,0,0,1,0,0,0,0,1.0
54441,1424,300.0,0,0,0,0,1,0,0,0,0,1.6666666666666667
54442,1425,38500.0,0,0,0,0,1,0,0,0,0,1.0389610389610389
54443,1425,1111.0,0,0,0,0,1,0,0,0,0,1.2601260126012601
54444,1425,300.0,0,0,0,0,1,0,0,0,0,1.0
